State ID,Year,sorrow,afraid,anxiety,endure,stress,tragedy,brain,lonely,watch,medication,parents,poverty (real),listening,irritable,abuse,improvement,alienation,studies,needy,level,courage,clarity,upset,world health organization,degree,label,healthy,poor,friends,patience,gain,understanding,suicide,heal,esteem,hurt,home,anger,low,condition,strength,substances,media,education (real),pizza,victim,observation,antisocial,withdrawn,treatment,wailing,abandoned,weak,warning,doctor,education,talk,effect,mental health,burger,insecure,affect,drugs,skills,programs,pessimistic,personal,fast food,quality,immune,data,fight,inadequate,fatigue,mental,foreign born  (real),cooperative,scared,isolated,evaluation,disease,grieving,tack,family,prevention,shopping,oppressed,trajectory,ability,triumph,concern,alone,shattered,troubled,thoughts,substance abuse,separation,time,withdrawal,melancholy,bikini,overwhelmed,zero,descent,normal,communication,hereditary,unusual,confusion,eat,bipolar,diet,child,failure, endless,fear,inability,suffer,fat,irrational, confused,defensive,happy,health (real),rejected,homesick,antidepressant,median age (real),agitated,peers,broken,pills,grief,trapped,amenorrhea,crying,medicine,cycle,frustration,death,empty,treat, Crushing,morbid,option,wretched,sleep,clinical,stigma,organize,cure,reality,agony,isolation,teenagers,die,consumed,involvement,interfere,defeated,Forever,excluded,wounded,hopeless,blue,torment,nervous,knowledge,symptoms,youth,suffering,discrimination,unique,overcome,income (real),patient,distressed,solitary,sad,brittle,attitude,requirement,attempt,down,help,guideline,heavy,resulting,disorder,sport,paranoid,achy,suicidal,caregiver,breakdown,problem,opinion,struggle,interested,tired,need,goals,necessary,psychiatrist,children,cruel,report, hopeless,source,panic,attention,counsel,protect,statistics,fragile,dreadful,siblings,talking,feelings,abnormal,kill,nothing, sleep,pain,uncomfortable,review,validation,awareness,quantity,diagnosis,sadness,signs,thesis,moody,worry,prescription,reckless,study,miserable,weight loss,freaking,donut,health,monitor,alarm,sugar,depressed,exercise,adolescents,security,sympathetic,therapy,tragic,injured,love,doomed,desperate,travel,cope,vulnerable,insomnia,exhausted,despair,quest,progressive,crushed,aid,partum,anxious,pattern, numb,crisis,depression,physician,unhappy
10,2011,59.0,64.0,68.0,59.0,74.0,59.0,77.0,67.0,69.0,66.0,78.0,19.1,66.0,67.0,52.0,35.0,44.0,65.0,75.0,72.0,48.0,70.0,93.0,40.0,76.0,71.0,67.0,57.0,78.0,90.0,81.0,75.0,68.0,44.0,68.0,81.0,76.0,88.0,81.0,83.0,67.0,48.0,74.0,84.0,77.0,76.0,55.0,59.0,66.0,79.0,57.0,60.0,78.0,32.0,88.0,55.0,67.0,75.0,40.0,87.0,83.0,84.0,49.0,69.0,74.0,87.0,81.0,82.0,68.0,66.0,77.0,75.0,54.0,77.0,59.0,9.7,20.0,90.0,52.0,56.0,77.0,34.0,40.0,77.0,60.0,35.0,56.0,31.0,69.0,54.0,39.0,83.0,72.0,49.0,66.0,42.0,75.0,80.0,79.0,67.0,66.0,83.0,73.0,60.0,55.0,68.0,42.0,43.0,59.0,86.0,79.0,79.0,93.0,79.0,70.0,44.0,46.0,83.0,89.0,69.0,55.0,40.0,59.0,19.6,70.0,49.0,60.0,35.2,49.0,51.0,11.0,83.0,55.0,79.0,52.0,83.0,78.0,80.0,60.0,81.0,69.0,73.0,52.0,48.0,67.0,55.0,88.0,47.0,34.0,73.0,77.0,84.0,50.0,55.0,66.0,80.0,61.0,61.0,55.0,47.0,70.0,67.0,31.0,67.0,74.0,27.0,76.0,67.0,88.0,58.0,74.0,73.0,60.0,78.0,46007,53.0,49.0,60.0,28.0,43.0,77.0,73.0,72.0,84.0,83.0,56.0,94.0,54.0,64.0,78.0,39.0,73.0,57.0,33.0,78.0,76.0,12.0,21.0,97.0,83.0,88.0,76.0,81.0,86.0,78.0,43.0,45.0,75.0,61.0,76.0,81.0,19.0,73.0,55.0,73.0,56.0,60.0,58.0,70.0,70.0,74.0,81.0,78.0,88.0,57.0,62.0,55.0,71.0,76.0,57.0,52.0,88.0,69.0,42.0,62.0,72.0,59.0,63.0,64.0,86.0,62.0,52.0,57.0,26.0,86.0,78.0,67.0,76.0,46.0,71.0,54.0,65.0,64.0,77.0,81.0,57.0,71.0,57.0,62.0,66.0,78.0,64.0,55.0,61.0,74.0,59.0,58.0,47.0,84.0,46.0,79.0,65.0,67.0,68.0,61.0
11,2011,47.0,65.0,64.0,35.0,73.0,55.0,70.0,83.0,100.0,63.0,74.0,12.0,70.0,66.0,69.0,30.0,59.0,73.0,41.0,71.0,52.0,77.0,86.0,64.0,70.0,74.0,69.0,55.0,90.0,88.0,68.0,87.0,73.0,49.0,66.0,66.0,55.0,89.0,72.0,74.0,75.0,54.0,75.0,90.1,52.0,66.0,72.0,72.0,62.0,77.0,98.0,72.0,79.0,100.0,68.0,61.0,50.0,89.0,40.0,65.0,100.0,84.0,100.0,90.0,77.0,90.0,84.0,52.0,64.0,59.0,77.0,99.0,33.0,74.0,56.0,17.8,13.0,74.0,63.0,62.0,62.0,43.0,25.0,71.0,81.0,100.0,56.0,14.0,77.0,53.0,49.0,85.0,73.0,27.0,60.0,73.0,74.0,100.0,72.0,100.0,100.0,78.0,79.0,69.0,44.0,71.0,54.0,51.0,67.0,100.0,62.0,73.0,68.0,84.0,88.0,33.0,32.0,75.0,82.0,74.0,56.0,21.0,100.0,7.1,84.0,34.0,47.0,38.4,100.0,84.0,11.0,64.0,50.0,61.0,34.0,79.0,57.0,77.0,100.0,71.0,71.0,66.0,60.0,50.0,68.0,23.0,81.0,67.0,68.0,85.0,92.0,70.0,49.0,72.0,53.0,70.0,56.0,55.0,62.0,55.0,100.0,62.0,39.0,76.0,67.0,37.0,72.0,100.0,64.0,54.0,77.0,85.0,45.0,100.0,61821,49.0,29.0,51.0,37.0,48.0,100.0,82.0,64.0,93.0,75.0,83.0,86.0,64.0,59.0,77.0,36.0,46.0,71.0,52.0,78.0,100.0,13.0,24.0,87.0,74.0,83.0,80.0,79.0,67.0,68.0,46.0,69.0,55.0,69.0,54.0,99.0,21.0,100.0,68.0,52.0,39.0,60.0,45.0,64.0,56.0,75.0,78.0,75.0,72.0,100.0,93.0,36.0,70.0,70.0,51.0,61.0,63.0,98.0,14.0,68.0,59.0,65.0,52.0,55.0,57.0,51.0,46.0,58.0,30.0,100.0,69.0,87.0,92.0,36.0,73.0,51.0,69.0,54.0,73.0,100.0,57.0,100.0,100.0,73.0,97.0,88.0,75.0,80.0,72.0,42.0,47.0,44.0,29.0,83.0,54.0,82.0,79.0,67.0,55.0,59.0
12,2011,57.0,58.0,79.0,75.0,78.0,82.0,87.0,80.0,77.0,81.0,77.0,16.5,88.0,75.0,76.0,31.0,20.0,61.0,71.0,81.0,51.0,87.0,69.0,71.0,74.0,84.0,80.0,68.0,68.0,87.0,74.0,82.0,80.0,52.0,96.0,65.0,86.0,81.0,85.0,87.0,77.0,39.0,76.0,88.5,61.0,65.0,68.0,72.0,50.0,86.0,96.0,77.0,78.0,34.0,88.0,69.0,59.0,99.0,58.0,54.0,65.0,91.0,55.0,83.0,79.0,73.0,83.0,65.0,93.0,77.0,92.0,68.0,74.0,95.0,73.0,5.9,21.0,58.0,74.0,62.0,77.0,48.0,59.0,88.0,81.0,30.0,54.0,89.0,89.0,61.0,43.0,83.0,75.0,37.0,74.0,54.0,67.0,87.0,79.0,85.0,74.0,68.0,88.0,96.0,55.0,77.0,56.0,55.0,73.0,82.0,67.0,92.0,92.0,94.0,85.0,40.0,56.0,86.0,91.0,77.0,39.0,26.0,67.0,16.5,76.0,73.0,68.0,34.5,23.0,41.0,12.0,63.0,69.0,79.0,67.0,66.0,74.0,100.0,72.0,88.0,89.0,68.0,63.0,69.0,70.0,100.0,91.0,44.0,55.0,81.0,79.0,76.0,83.0,64.0,72.0,78.0,68.0,63.0,52.0,58.0,67.0,63.0,39.0,40.0,84.0,44.0,85.0,63.0,79.0,74.0,98.0,70.0,66.0,68.0,43341,50.0,49.0,83.0,35.0,66.0,66.0,74.0,89.0,83.0,92.0,97.0,88.0,86.0,76.0,85.0,41.0,60.0,67.0,46.0,91.0,82.0,15.0,25.0,88.0,74.0,84.0,95.0,83.0,60.0,76.0,62.0,64.0,52.0,74.0,68.0,83.0,15.0,81.0,100.0,61.0,53.0,58.0,55.0,66.0,70.0,86.0,80.0,82.0,78.0,35.0,79.0,78.0,75.0,80.0,66.0,67.0,70.0,94.0,29.0,68.0,77.0,100.0,56.0,82.0,73.0,52.0,52.0,82.0,37.0,79.0,89.0,83.0,93.0,44.0,74.0,69.0,93.0,74.0,97.0,68.0,83.0,78.0,72.0,72.0,74.0,59.0,38.0,76.0,98.0,54.0,62.0,62.0,45.0,53.0,100.0,54.0,87.0,86.0,66.0,61.0
13,2011,54.0,70.0,76.0,66.0,71.0,66.0,72.0,72.0,68.0,62.0,81.0,15.0,62.0,66.0,55.0,33.0,41.0,62.0,58.0,69.0,47.0,69.0,93.0,40.0,62.0,76.0,67.0,60.0,77.0,69.0,73.0,66.0,75.0,43.0,59.0,72.0,65.0,78.0,74.0,74.0,65.0,42.0,72.0,86.6,91.0,70.0,58.0,60.0,56.0,75.0,53.0,59.0,72.0,31.0,87.0,48.0,57.0,73.0,45.0,82.0,69.0,73.0,47.0,80.0,68.0,74.0,78.0,79.0,65.0,59.0,78.0,72.0,43.0,76.0,60.0,13.7,24.0,78.0,54.0,52.0,71.0,38.0,32.0,79.0,61.0,34.0,54.0,29.0,64.0,55.0,49.0,88.0,78.0,42.0,67.0,39.0,57.0,82.0,76.0,64.0,66.0,70.0,79.0,61.0,100.0,57.0,48.0,36.0,73.0,82.0,80.0,73.0,73.0,75.0,75.0,39.0,43.0,66.0,84.0,56.0,61.0,28.0,65.0,13.1,72.0,56.0,64.0,36.4,45.0,53.0,11.0,70.0,57.0,68.0,50.0,84.0,66.0,71.0,74.0,83.0,93.0,71.0,50.0,54.0,81.0,49.0,85.0,55.0,36.0,61.0,76.0,80.0,60.0,66.0,61.0,80.0,61.0,52.0,48.0,37.0,80.0,52.0,29.0,73.0,74.0,36.0,72.0,53.0,77.0,54.0,71.0,74.0,68.0,65.0,53234,49.0,41.0,63.0,33.0,41.0,71.0,67.0,72.0,84.0,73.0,53.0,85.0,45.0,68.0,87.0,41.0,72.0,63.0,39.0,77.0,78.0,12.0,19.0,85.0,80.0,84.0,78.0,73.0,73.0,77.0,43.0,43.0,71.0,61.0,64.0,83.0,26.0,67.0,62.0,66.0,58.0,60.0,53.0,61.0,61.0,72.0,74.0,81.0,83.0,71.0,66.0,58.0,62.0,57.0,61.0,63.0,80.0,62.0,43.0,63.0,64.0,98.0,46.0,76.0,68.0,64.0,66.0,61.0,30.0,84.0,72.0,78.0,74.0,51.0,66.0,52.0,68.0,60.0,86.0,74.0,50.0,76.0,63.0,58.0,60.0,77.0,65.0,56.0,63.0,49.0,62.0,45.0,49.0,75.0,45.0,76.0,67.0,71.0,69.0,60.0
14,2011,65.0,78.0,78.0,63.0,94.0,83.0,84.0,80.0,82.0,83.0,90.0,16.0,91.0,75.0,71.0,42.0,50.0,87.0,63.0,84.0,62.0,69.0,87.0,56.0,82.0,86.0,78.0,75.0,83.0,76.0,75.0,80.0,81.0,43.0,67.0,77.0,72.0,91.0,87.0,77.0,81.0,59.0,80.0,86.6,78.0,74.0,86.0,69.0,46.0,82.0,66.0,70.0,81.0,36.0,89.0,71.0,73.0,99.0,58.0,65.0,56.0,88.0,56.0,85.0,81.0,78.0,89.0,72.0,81.0,77.0,87.0,73.0,71.0,93.0,73.0,4.5,22.0,85.0,61.0,63.0,87.0,41.0,44.0,94.0,70.0,32.0,78.0,49.0,100.0,65.0,50.0,94.0,86.0,49.0,72.0,53.0,67.0,87.0,84.0,79.0,69.0,80.0,86.0,82.0,59.0,75.0,54.0,53.0,73.0,84.0,89.0,79.0,87.0,99.0,71.0,48.0,53.0,86.0,84.0,68.0,67.0,31.0,72.0,14.5,77.0,57.0,78.0,36.8,45.0,77.0,12.0,69.0,73.0,79.0,62.0,82.0,77.0,81.0,72.0,91.0,85.0,85.0,53.0,55.0,80.0,63.0,93.0,72.0,44.0,72.0,74.0,86.0,86.0,81.0,86.0,100.0,77.0,69.0,61.0,58.0,69.0,65.0,34.0,69.0,73.0,47.0,87.0,67.0,86.0,70.0,98.0,98.0,83.0,81.0,46438,62.0,39.0,62.0,36.0,58.0,81.0,74.0,87.0,90.0,89.0,62.0,91.0,65.0,84.0,79.0,48.0,69.0,70.0,31.0,97.0,94.0,15.0,27.0,83.0,84.0,94.0,88.0,91.0,71.0,84.0,46.0,43.0,67.0,100.0,73.0,90.0,19.0,79.0,91.0,80.0,72.0,79.0,57.0,71.0,81.0,85.0,85.0,82.0,86.0,69.0,69.0,64.0,82.0,73.0,79.0,70.0,85.0,94.0,37.0,70.0,78.0,78.0,62.0,89.0,74.0,74.0,67.0,79.0,33.0,82.0,78.0,86.0,90.0,62.0,75.0,71.0,76.0,67.0,93.0,78.0,68.0,87.0,63.0,66.0,65.0,100.0,60.0,68.0,72.0,54.0,86.0,45.0,60.0,73.0,64.0,79.0,80.0,86.0,82.0,63.0
15,2011,62.0,72.0,77.0,43.0,89.0,69.0,87.0,75.0,69.0,74.0,87.0,12.8,76.0,80.0,87.0,37.0,41.0,69.0,63.0,77.0,53.0,59.0,90.0,49.0,77.0,85.0,95.0,67.0,71.0,82.0,73.0,73.0,76.0,37.0,55.0,71.0,85.0,83.0,86.0,70.0,81.0,56.0,71.0,90.3,80.0,73.0,69.0,66.0,54.0,78.0,61.0,57.0,75.0,31.0,86.0,64.0,62.0,86.0,67.0,70.0,54.0,82.0,49.0,100.0,71.0,94.0,74.0,65.0,76.0,70.0,79.0,64.0,46.0,81.0,82.0,4.2,42.0,86.0,47.0,56.0,85.0,42.0,55.0,92.0,74.0,30.0,59.0,40.0,73.0,54.0,42.0,80.0,76.0,54.0,67.0,73.0,57.0,77.0,73.0,70.0,67.0,78.0,74.0,84.0,62.0,75.0,46.0,41.0,68.0,85.0,76.0,79.0,96.0,77.0,65.0,40.0,63.0,86.0,83.0,54.0,71.0,28.0,77.0,8.9,77.0,59.0,86.0,38.0,36.0,67.0,12.0,66.0,61.0,65.0,58.0,78.0,67.0,89.0,82.0,82.0,71.0,77.0,43.0,47.0,80.0,59.0,88.0,49.0,46.0,65.0,80.0,100.0,78.0,65.0,72.0,81.0,85.0,76.0,74.0,41.0,69.0,46.0,34.0,59.0,74.0,25.0,87.0,57.0,82.0,71.0,86.0,100.0,72.0,61.0,49427,54.0,42.0,58.0,35.0,54.0,78.0,61.0,74.0,85.0,87.0,56.0,84.0,49.0,78.0,78.0,44.0,85.0,63.0,23.0,73.0,83.0,14.0,34.0,52.0,86.0,85.0,94.0,68.0,61.0,77.0,40.0,47.0,81.0,64.0,73.0,89.0,14.0,70.0,79.0,67.0,64.0,68.0,56.0,68.0,82.0,77.0,76.0,80.0,80.0,49.0,64.0,67.0,75.0,79.0,72.0,62.0,80.0,73.0,23.0,60.0,64.0,62.0,45.0,60.0,69.0,65.0,56.0,69.0,31.0,68.0,73.0,74.0,89.0,46.0,68.0,61.0,79.0,52.0,92.0,70.0,50.0,72.0,57.0,72.0,65.0,68.0,51.0,79.0,79.0,69.0,65.0,41.0,52.0,69.0,68.0,76.0,77.0,84.0,59.0,50.0
16,2011,50.0,72.0,73.0,39.0,81.0,68.0,82.0,74.0,72.0,75.0,100.0,13.8,85.0,63.0,65.0,41.0,34.0,76.0,67.0,78.0,65.0,75.0,93.0,48.0,80.0,79.0,79.0,66.0,80.0,86.0,75.0,70.0,83.0,39.0,54.0,73.0,75.0,88.0,82.0,75.0,83.0,55.0,72.0,89.5,77.0,76.0,61.0,73.0,57.0,77.0,64.0,71.0,83.0,37.0,83.0,54.0,65.0,90.0,85.0,68.0,57.0,78.0,50.0,76.0,77.0,94.0,86.0,76.0,77.0,63.0,83.0,70.0,57.0,85.0,91.0,6.5,31.0,73.0,54.0,63.0,76.0,55.0,46.0,95.0,73.0,32.0,63.0,29.0,81.0,67.0,42.0,80.0,81.0,61.0,70.0,49.0,61.0,86.0,81.0,75.0,72.0,77.0,87.0,72.0,55.0,78.0,67.0,69.0,53.0,85.0,79.0,83.0,83.0,89.0,81.0,41.0,64.0,96.0,85.0,65.0,51.0,31.0,69.0,12.6,75.0,35.0,74.0,36.1,36.0,64.0,12.0,65.0,69.0,69.0,50.0,78.0,72.0,81.0,84.0,87.0,77.0,72.0,48.0,58.0,90.0,69.0,87.0,63.0,40.0,74.0,89.0,86.0,85.0,76.0,83.0,87.0,75.0,53.0,34.0,54.0,68.0,62.0,36.0,68.0,100.0,22.0,81.0,73.0,79.0,63.0,72.0,75.0,68.0,62.0,48964,53.0,50.0,57.0,34.0,62.0,76.0,64.0,82.0,86.0,85.0,66.0,87.0,89.0,75.0,86.0,42.0,68.0,59.0,23.0,91.0,85.0,16.0,36.0,66.0,92.0,87.0,97.0,81.0,70.0,74.0,44.0,43.0,80.0,68.0,53.0,83.0,17.0,84.0,76.0,65.0,59.0,67.0,54.0,64.0,66.0,81.0,80.0,79.0,80.0,53.0,69.0,47.0,90.0,79.0,56.0,58.0,81.0,71.0,24.0,74.0,80.0,65.0,67.0,72.0,75.0,70.0,71.0,70.0,37.0,87.0,73.0,75.0,87.0,32.0,73.0,54.0,76.0,56.0,84.0,73.0,46.0,78.0,62.0,60.0,60.0,73.0,61.0,69.0,82.0,64.0,66.0,45.0,55.0,78.0,72.0,73.0,71.0,78.0,58.0,61.0
17,2011,72.0,83.0,88.0,51.0,77.0,71.0,86.0,76.0,82.0,88.0,87.0,19.1,74.0,84.0,84.0,30.0,36.0,70.0,64.0,85.0,57.0,72.0,100.0,49.0,78.0,75.0,68.0,69.0,87.0,90.0,78.0,72.0,83.0,45.0,67.0,90.0,85.0,86.0,84.0,74.0,80.0,51.0,70.0,81.7,70.0,66.0,67.0,78.0,42.0,88.0,55.0,64.0,84.0,33.0,89.0,73.0,67.0,83.0,43.0,56.0,56.0,86.0,63.0,76.0,80.0,75.0,83.0,75.0,68.0,64.0,75.0,73.0,48.0,87.0,68.0,3.1,32.0,86.0,59.0,60.0,89.0,36.0,69.0,90.0,73.0,34.0,50.0,48.0,81.0,54.0,46.0,98.0,83.0,60.0,69.0,64.0,72.0,80.0,86.0,74.0,69.0,66.0,82.0,77.0,63.0,79.0,59.0,59.0,75.0,89.0,91.0,83.0,87.0,93.0,71.0,46.0,59.0,88.0,85.0,84.0,70.0,24.0,71.0,14.4,82.0,70.0,79.0,37.8,45.0,66.0,12.0,83.0,66.0,75.0,56.0,88.0,78.0,79.0,71.0,90.0,75.0,86.0,66.0,58.0,73.0,72.0,96.0,55.0,34.0,77.0,78.0,91.0,67.0,69.0,91.0,87.0,72.0,64.0,74.0,62.0,72.0,69.0,39.0,88.0,77.0,30.0,82.0,65.0,93.0,63.0,81.0,78.0,77.0,84.0,41141,70.0,37.0,60.0,39.0,55.0,83.0,56.0,84.0,95.0,95.0,54.0,85.0,59.0,82.0,71.0,50.0,100.0,80.0,27.0,90.0,84.0,14.0,26.0,74.0,98.0,95.0,88.0,72.0,72.0,84.0,49.0,45.0,77.0,61.0,70.0,92.0,17.0,75.0,80.0,77.0,100.0,64.0,58.0,74.0,92.0,91.0,86.0,83.0,100.0,65.0,67.0,56.0,77.0,89.0,82.0,72.0,93.0,76.0,25.0,79.0,94.0,70.0,62.0,84.0,91.0,66.0,60.0,62.0,29.0,78.0,73.0,80.0,87.0,60.0,73.0,58.0,78.0,67.0,84.0,84.0,68.0,80.0,55.0,61.0,58.0,74.0,70.0,76.0,74.0,65.0,90.0,63.0,37.0,71.0,64.0,80.0,69.0,82.0,83.0,72.0
18,2011,58.0,68.0,79.0,47.0,73.0,64.0,86.0,79.0,82.0,77.0,90.0,20.4,76.0,69.0,65.0,38.0,47.0,86.0,70.0,82.0,53.0,73.0,85.0,53.0,81.0,83.0,67.0,64.0,93.0,84.0,87.0,78.0,73.0,46.0,58.0,80.0,85.0,100.0,84.0,80.0,77.0,42.0,72.0,81.6,54.0,70.0,93.0,61.0,65.0,83.0,73.0,68.0,84.0,29.0,88.0,62.0,88.0,81.0,56.0,73.0,80.0,92.0,61.0,87.0,87.0,92.0,81.0,69.0,71.0,78.0,68.0,81.0,44.0,79.0,75.0,3.7,16.0,100.0,60.0,62.0,82.0,57.0,34.0,79.0,65.0,32.0,62.0,31.0,70.0,78.0,47.0,86.0,85.0,61.0,70.0,56.0,69.0,75.0,70.0,62.0,73.0,56.0,77.0,75.0,56.0,67.0,52.0,48.0,60.0,89.0,82.0,93.0,91.0,83.0,92.0,44.0,42.0,91.0,93.0,75.0,62.0,40.0,66.0,17.5,75.0,55.0,67.0,35.9,53.0,77.0,12.0,86.0,57.0,92.0,81.0,96.0,75.0,85.0,68.0,85.0,71.0,74.0,45.0,66.0,60.0,65.0,88.0,52.0,43.0,79.0,89.0,92.0,63.0,76.0,79.0,82.0,58.0,60.0,60.0,52.0,91.0,61.0,30.0,66.0,81.0,34.0,89.0,68.0,83.0,63.0,90.0,70.0,73.0,81.0,41734,65.0,74.0,63.0,31.0,41.0,78.0,69.0,72.0,90.0,84.0,63.0,95.0,70.0,70.0,74.0,40.0,61.0,61.0,28.0,92.0,85.0,13.0,30.0,87.0,83.0,87.0,84.0,87.0,98.0,86.0,46.0,51.0,45.0,55.0,64.0,88.0,18.0,72.0,61.0,70.0,66.0,72.0,55.0,93.0,79.0,82.0,82.0,84.0,87.0,55.0,61.0,38.0,90.0,68.0,82.0,67.0,87.0,86.0,37.0,61.0,86.0,62.0,60.0,76.0,87.0,68.0,56.0,58.0,28.0,93.0,84.0,79.0,86.0,80.0,71.0,59.0,85.0,66.0,73.0,86.0,66.0,75.0,58.0,100.0,65.0,80.0,59.0,77.0,75.0,85.0,76.0,55.0,50.0,68.0,57.0,88.0,68.0,76.0,87.0,73.0
19,2011,56.0,75.0,93.0,51.0,77.0,59.0,85.0,80.0,90.0,88.0,77.0,14.1,72.0,82.0,80.0,29.0,81.0,74.0,52.0,72.0,70.0,57.0,83.0,62.0,65.0,80.0,75.0,74.0,73.0,74.0,64.0,83.0,80.0,100.0,67.0,64.0,79.0,91.0,89.0,79.0,73.0,58.0,67.0,90.2,59.0,53.0,69.0,63.0,66.0,87.0,76.0,77.0,78.0,29.0,87.0,65.0,83.0,89.0,75.0,47.0,49.0,81.0,51.0,83.0,85.0,76.0,73.0,39.0,75.0,78.0,77.0,58.0,45.0,89.0,90.0,3.3,42.0,80.0,57.0,59.0,100.0,100.0,57.0,90.0,68.0,29.0,39.0,39.0,68.0,56.0,48.0,95.0,74.0,44.0,74.0,100.0,53.0,94.0,100.0,80.0,67.0,53.0,86.0,89.0,51.0,59.0,66.0,46.0,75.0,77.0,95.0,82.0,69.0,82.0,86.0,44.0,100.0,90.0,82.0,61.0,53.0,21.0,79.0,10.7,77.0,35.0,77.0,42.4,39.0,74.0,11.0,55.0,65.0,69.0,56.0,87.0,82.0,77.0,79.0,85.0,87.0,69.0,86.0,82.0,60.0,60.0,88.0,61.0,50.0,63.0,92.0,81.0,99.0,73.0,64.0,80.0,63.0,75.0,55.0,44.0,68.0,87.0,38.0,75.0,93.0,15.0,96.0,47.0,85.0,70.0,77.0,90.0,68.0,69.0,46033,71.0,36.0,98.0,100.0,47.0,82.0,59.0,73.0,88.0,85.0,70.0,83.0,44.0,99.0,94.0,100.0,85.0,69.0,46.0,91.0,80.0,10.0,43.0,81.0,92.0,80.0,85.0,78.0,85.0,78.0,44.0,41.0,65.0,60.0,73.0,83.0,14.0,67.0,60.0,85.0,56.0,61.0,61.0,72.0,51.0,76.0,86.0,85.0,85.0,72.0,69.0,43.0,81.0,33.0,81.0,54.0,75.0,67.0,43.0,78.0,73.0,54.0,50.0,74.0,64.0,100.0,76.0,71.0,36.0,79.0,77.0,88.0,81.0,76.0,62.0,64.0,100.0,60.0,93.0,71.0,100.0,92.0,63.0,57.0,51.0,75.0,85.0,69.0,84.0,70.0,88.0,100.0,53.0,69.0,86.0,60.0,100.0,89.0,79.0,73.0
20,2011,57.0,67.0,77.0,62.0,80.0,67.0,86.0,72.0,85.0,68.0,88.0,10.1,73.0,69.0,62.0,57.0,40.0,76.0,67.0,75.0,46.0,70.0,89.0,83.0,76.0,81.0,70.0,72.0,79.0,74.0,78.0,81.0,76.0,42.0,60.0,68.0,72.0,84.0,80.0,85.0,70.0,48.0,78.0,88.2,73.0,74.0,93.0,76.0,69.0,83.0,73.0,70.0,80.0,36.0,97.0,57.0,59.0,94.0,63.0,69.0,78.0,91.0,52.0,82.0,92.0,68.0,86.0,60.0,81.0,75.0,99.0,73.0,46.0,89.0,78.0,13.5,20.0,92.0,68.0,86.0,84.0,38.0,40.0,76.0,77.0,44.0,52.0,40.0,82.0,62.0,60.0,86.0,83.0,52.0,72.0,68.0,91.0,80.0,82.0,73.0,67.0,80.0,81.0,73.0,52.0,74.0,53.0,45.0,53.0,81.0,80.0,70.0,94.0,86.0,100.0,42.0,54.0,67.0,85.0,61.0,57.0,31.0,68.0,10.4,88.0,63.0,61.0,37.8,72.0,63.0,10.0,63.0,63.0,77.0,59.0,90.0,90.0,81.0,78.0,83.0,79.0,66.0,57.0,60.0,86.0,53.0,92.0,100.0,42.0,77.0,79.0,82.0,66.0,93.0,65.0,76.0,64.0,66.0,57.0,38.0,81.0,89.0,48.0,77.0,73.0,35.0,84.0,82.0,71.0,62.0,74.0,97.0,64.0,75.0,70004,100.0,49.0,76.0,31.0,38.0,65.0,82.0,81.0,87.0,79.0,87.0,93.0,57.0,76.0,98.0,44.0,62.0,68.0,36.0,82.0,92.0,16.0,23.0,98.0,86.0,84.0,96.0,95.0,97.0,79.0,45.0,49.0,82.0,73.0,62.0,86.0,53.0,86.0,77.0,69.0,65.0,62.0,53.0,73.0,59.0,76.0,83.0,87.0,85.0,68.0,80.0,78.0,84.0,60.0,78.0,66.0,71.0,81.0,20.0,64.0,68.0,74.0,60.0,79.0,73.0,57.0,59.0,71.0,33.0,85.0,66.0,88.0,90.0,77.0,94.0,56.0,81.0,73.0,82.0,77.0,78.0,85.0,71.0,66.0,75.0,77.0,69.0,69.0,74.0,50.0,68.0,68.0,56.0,86.0,49.0,64.0,88.0,77.0,83.0,68.0
